,id,url,title,parkCode,description,category,lastIndexedDate
172,F0CC7FEB-C4B5-410C-B212-E585C7913C48,,"Road Work on South Puerto Blanco, Pozo Nuevo and Bates Well Roads via Darby Well.",orpi,"Road crews with heavy equipment will be working on the South Puerto Blanco to Pozo Road then north to Bates Well Road via Darby Well Road. Use caution, drive slow, and follow instructions from road crews when directed to pass.",Information,2022-08-24 14:24:06.0
173,3DCB58C2-B78D-4CA9-AAEA-C763012467B0,,COVID-19: Face Masks Optional,cave,"Consistent with CDC community level guidance, face masks are currently optional for visitors to Carlsbad Caverns National Park inside all park buildings and the cavern. Please check this site before visiting due to possible community level changes.",Information,2022-08-24 14:02:45.0
174,6641F481-E7D1-4EFE-8668-6BA442CE0BAD,,Internet and Phone Outage,ocmu,The park is currently experiencing a total outage of internet (including email) and phone services. No further information about when service will be restored is available at this time.,Information,2022-08-24 12:58:43.0
175,1FA914C8-DA66-4553-A98B-7B3CB8EAEF43,,COVID-19 Alert,fopu,"Chatham County is currently in a state of Low COVID-19 transmission, so masks are optional at the park.",Caution,2022-08-24 12:28:46.0
176,4F7D1935-8420-4E69-BAE2-178A5B2CAFE3,,"Bookstore closed on September 7, 2022",coro,"Our cooperating association, WNPA, will be conducting their annual inventory on Sept. 7 and the bookstore will be closed. The visitor center exhibits and park staff will still be available during normal operations 8:00 a.m. - 4:00 p.m.",Information,2022-08-24 12:26:54.0
177,B53E5F7F-6E9D-4D04-ABA4-EBC32BCED5C9,,Theodore Roosevelt Birthplace Reopens to the Public,thrb,"On Wednesday, 8/24/2022, Theodore Roosevelt Birthplace reopens for public viewing with a modified tour schedule. In observance of COVID protocol, visitors are asked to wear masks and observe social distancing when required.",Information,2022-08-24 10:50:50.0
178,4D5EB9DC-3D58-4139-BB9F-96DBE2DCCBE8,,Memorial Column Hours,pevi,With students headed back to school & visitation patterns changing our operations will be changing. Starting August 30 the Observation Deck will not be available for tours on Tuesdays & Wednesdays. Visitor Center is unaffected by the change.,Information,2022-08-23 17:32:36.0
179,9EEAB295-F573-411D-9024-4F6C7169ECE4,https://twitter.com/GGNRANPSAlerts/status/1560378502997688321/photo/1,East Beach Temporary Partial Lot Closure Starting August 19,goga,Temporary closure for turf restoration project east of restrooms. Area will be closed for a month to allow turf to recover. Stay out of work site & obey traffic cones. See map on Twitter at GGNRANPSAlerts.,Information,2022-08-23 17:09:48.0
180,B2093A11-F882-4171-A433-6B573373CD4C,https://www.nps.gov/crmo/planyourvisit/white-nose-syndrome-and-cave-permitting.htm,Beauty Cave and Boy Scout Cave are Closed,crmo,Beauty Cave and Boy Scout Cave are closed to protect bats and because of environmental conditions. Indian Tunnel and Dewdrop Cave are open and cave permits are required. Cave permits protect bats.,Park Closure,2022-08-23 16:41:08.0
181,6FC3A4F4-DCAF-4EF4-9751-F19715C17070,,Hiking at Chiricahua NM,chir,"Heavy rains are impacting the area and creeks are flowing. Please use caution if hiking, and do not attempt to hike through flowing washes or creeks.",Caution,2022-08-23 16:14:48.0
182,60B7610A-C471-4954-9DCD-32F996FD3F2B,,"Slana Ranger Station will be open 9am - 12pm on September 12, 2022",wrst,"If you need assistance between noon and 5pm, please call the Visitor Center in Copper Center at (907) 822-7250.",Information,2022-08-23 15:21:17.0
183,8E71E6C5-047A-4408-9D90-2AAE84EF94D9,https://www.nps.gov/aboutus/news/public-health-update.htm,Face masks are required indoors.,abli,"Masks are required for everyone in all NPS buildings and enclosed public transportation, regardless of vaccination status.",Information,2022-08-23 11:59:17.0
184,BA24F1EB-756E-421D-955B-A74C4AFF3DC1,,"Masks are OPTIONAL for visitors - as of August 23, 2022",wiho,"Visitors have the option to wear a mask inside of all park buildings, effective August 23rd, 2022.",Information,2022-08-23 10:46:09.0
185,03594ADE-26E7-4920-A845-7FA563215E57,,Cathedral Valley Roads Closed,care,The Hartnet and Cathedral/Caineville Wash Roads have been damaged by flooding and are closed on county land at the junction with State Route 24. Road repair timing by the county is unknown.,Caution,2022-08-22 19:29:14.0
186,79D4D6BC-9074-4212-9B33-61E4263AFEDF,https://www.nps.gov/elma/planyourvisit/driving-to-big-tubes.htm,NPS 300 Road Conditions,elma,NPS 300 to Big Tubes is currently impassable due to heavy rain. DO NOT DRIVE OFF ROAD AROUND MUDDY SPOTS. This significantly damages resources along the edge of the road and may result in a fine.,Caution,2022-08-22 17:04:35.0
187,DA28AF69-22BC-4A09-8078-79B232952B9D,https://www.cdc.gov/coronavirus/2019-ncov/your-health/covid-by-county.html,Face Masks Optional,chat,"The NPS face mask guidance is based on the CDC’s COVID-19 Community Levels tool. Face masks are currently optional at Chattahoochee River National Recreation Area, however you are welcome to wear a mask if it makes you more comfortable.",Information,2022-08-22 15:33:34.0
188,3B861F41-687E-42D3-95CE-A9F578322B11,,Stanton House Interior Closed,wori,The Stanton House interior will be closed until further notice for pest removal procedures. Ranger programs will continue outdoors on the property as normal.,Information,2022-08-22 11:47:07.0
189,5E6A8C79-95A4-4EFF-9C9C-369EAC490112,,Possible Downed Trees on Park Roads and Trails,neri,"Due to recent heavy rainfall, there have been reports of several trails having trees fall across impeding access. We advise all visitors to be cautious for downed trees and trees at risk of falling on roads and trails.",Caution,2022-08-21 15:32:50.0
190,A6186EC6-1370-4A73-9F58-860F008D3BD4,,Kaymoor Trail Closed between Cunard Rd Trailhead and intersection with Craig Branch Trail.,neri,"Recent rains have caused a trail bridge collapse on the Kaymoor Trail about 0.5 miles from the Cunard Road Trailhead. Until further notice, the Kaymoor Trail is closed from Cunard Road Trailhead to the intersection with Craig Branch Trail.",Park Closure,2022-08-21 15:14:34.0
191,300C7537-BE1C-4B5F-A4D7-06C20E3D084C,,High River Levels,gicl,High water levels in all forks of the Gila River. This will affect many hiking trails. The Cliff Dwellings are open and are not affected.,Caution,2022-08-21 11:36:49.0
192,CCDEF48F-7DC1-4E57-B083-08AE660C2AD3,,Check in at the Visitor Center,flfo,"All visitors must check in at the visitor center prior to hiking trails. Visitors must show America the Beautiful pass or pay fee. Rangers will provide maps, brochures, safety and educational information.",Information,2022-08-20 14:00:48.0
193,0CF5BD9E-384E-4F68-97C6-8788FA75E28D,https://www.nps.gov/deva/planyourvisit/conditions.htm,Roads Closed due to Flood Damage,deva,CA Hwy 190 through the park has reopened. Many other roads within the park remain closed. Please stay out of closed areas so we can work safely! Click below for more info.,Park Closure,2022-08-20 10:38:49.0
194,EFA3D7FB-81B1-4F1E-B08A-E64C7C73A2F3,https://www.nps.gov/isro/planyourvisit/current-conditions-at-isle-royale.htm,Lake Richie & Chickenbone Lake Water Warning,isro,"Do not drink, filter, or boil water from Lake Richie or Chickenbone Lake. Filter or boil water prior to traveling to the area. These lakes are experiencing a cyanobacteria algal bloom. It is harmful to ingest.",Danger,2022-08-19 18:28:08.0
195,3CAB381D-B5AF-4966-8717-8B9D7D2E1211,,Marin Headlands - Old Springs Trail Temporary Trail Closure Starting August 30,goga,Trail Crew will be replacing dilapidated boardwalks on Old Springs Trail August 30 through October 27. Signs will be posted at either end of Old Springs Trail and at the Tennessee Valley parking area. Please stay out of work zone and use alternate routes.,Information,2022-08-19 16:28:01.0
196,00B2C730-EA73-4430-975B-B53EEA06BA84,https://www.mbta.com/projects/building-better-t-2022,MBTA Orange Line Closure,boha,"Beginning Friday, Aug. 19, at 9:00pm through Sunday, Sept. 18, the entire MBTA Orange Line (from Oak Grove to Forest Hills) will be closed due to maintenance. Alternative travel options are available. Please allow for extra travel time when visiting us.",Information,2022-08-19 14:30:46.0
197,DBB09FC2-E1F1-4538-90AD-9871C05D1293,https://www.mbta.com/projects/building-better-t-2022,MBTA Orange Line Closure,boaf,"Beginning Friday, Aug. 19, at 9:00pm through Sunday, Sept. 18, the entire MBTA Orange Line (from Oak Grove to Forest Hills) will be closed due to maintenance. Alternative travel options are available. Please allow for extra travel time when visiting us.",Information,2022-08-19 14:29:02.0
198,E9DE795A-61E8-421E-9D14-21AB144890A2,https://www.mbta.com/projects/building-better-t-2022,MBTA Orange Line Closure,bost,"Beginning Friday, Aug. 19, at 9:00pm through Sunday, Sept. 18, the entire MBTA Orange Line (from Oak Grove to Forest Hills) will be closed due to maintenance. Alternative travel options are available. Please allow for extra travel time when visiting us.",Information,2022-08-19 14:17:50.0
199,D7D7F73F-9800-4C59-AF0B-716533810944,,"Mask Mandate effective August 20, 2022",wica,"Consistent with CDC guidance regarding areas of substantial or high transmission, visitors to Wind Cave National Park, regardless of vaccination status, are required to wear a mask inside all park buildings and on cave tours beginning Saturday, August 20.",Information,2022-08-19 13:44:50.0
0,68BC3FB8-27BE-4712-B9A6-610786161158,,Louisiana Circle Closed,vick,Louisiana Circle is closed to vehicles and pedestrians due to slope instability. Navy Circle is open and also provides views of the Mississippi River.,Park Closure,2022-08-19 11:14:15.0
1,349D0F26-BC22-4434-9770-EFC1C6A2EAE3,,Launch Viewing Statement Pertaining to Playalinda Beach,cana,The seashore plans to remain open for Kennedy Space Center launches that are within park operating hours of 6 AM - 8 PM. Incoming traffic may close for park safety/capacity. NASA has the authority to close part of the seashore for space center operations.,Information,2022-08-19 10:09:48.0
2,F7CCA6B5-8DB8-4B48-BEDE-0FA5CDADF6C2,https://www.cdc.gov/coronavirus/2019-ncov/your-health/covid-by-county.html,Masks optional in park buildings,morr,Masks are now optional in Morristown NHP buildings since the CDC has marked the COVID-19 Community Level for Morris County to MEDIUM as of 8/19/22. This guidance updates every week on Friday morning.,Information,2022-08-19 09:58:50.0
3,23F0738E-BF23-4CC4-9E96-D83E36BB45F1,,Face masks are required indoors,libo,"Masks are required for everyone in all NPS buildings and enclosed public transportation, regardless of vaccination status.",Information,2022-08-19 09:52:17.0
4,78D695A9-53A9-448A-8B29-61B6900A094B,,Partial Reopening 8/18/22,sucr,"FS545/Sunset Crater Loop Road. is open. Sunset Crater Volcano is partially open with limited services. The Lava Flow and A'a trails are open. The Visitor Center, Lenox Crater and Lava's Edge Trails, as well as the Cinder Hills Overlook remain closed.",Park Closure,2022-08-18 13:27:26.0
5,6B4FA425-3C13-46D0-A4D2-E350B4C81B9F,,Portions of Visitor Center Remain Closed,cong,"The exhibit area and auditorium in the Visitor Center remain closed. The park store is open. All hiking & paddling trails, canoe launches, restrooms, bookstore, picnic shelter & picnic grounds remain open.",Park Closure,2022-08-18 13:13:58.0
6,393CE4E4-E706-4323-BE2C-422B45514E96,https://www.cdc.gov/coronavirus/2019-ncov/your-health/covid-by-county.html?fbclid=IwAR0IwvlJl4Go7egwMLIAvJU-xwSX7LWoKxYcCQ1XLJC0JC0IsOCsTKzH3uE,Masks Required in Buildings Regardless of Vaccination Status,cong,"COVID-19 community transmission levels for Richland County have been elevated to high. Everyone is required to wear a mask in all NPS buildings, regardless of vaccination status",Park Closure,2022-08-18 13:12:43.0
7,46988336-86E8-4976-94E3-EC017F717C3C,https://www.mbta.com/projects/building-better-t-2022,MBTA Green Line Closure,boha,"Beginning Monday, August 22, through Sunday, September 18, MBTA Green Line service between Government Center and Union Square will be suspended and replaced with shuttle buses. Please allow for extra travel time when visiting us.",Information,2022-08-18 13:11:07.0
8,817AF984-3D91-4C89-946E-FD41AC398B19,https://www.mbta.com/projects/building-better-t-2022,MBTA Green Line Closure,boaf,"Beginning Monday, August 22, through Sunday, September 18, MBTA Green Line service between Government Center and Union Square will be suspended and replaced with shuttle buses. Please allow for extra travel time when visiting us.",Information,2022-08-18 12:56:23.0
9,BC9B2DC6-0D79-4384-958F-123A1A9EA982,https://www.nps.gov/chic/planyourvisit/bathing-beach-monitoring-program.htm,High Bacteria Levels at Some Swimming Areas,chic,"Little Niagara is currently an area of bacterial concern. Bacteria levels at this location exceed NPS standards for recreational use. For more info, see our Bathing Beach Monitoring web page.",Caution,2022-08-18 11:27:41.0
10,C14E0C03-405F-40C9-87C8-9BFA127E953C,,MBTA Green Line Closure,bost,"Beginning Monday, August 22, through Sunday, September 18, MBTA Green Line service between Government Center and Union Square will be suspended and replaced with shuttle buses. Please allow for extra travel time when visiting us.",Information,2022-08-18 10:53:42.0
11,4A51E475-AFE7-4EB2-AA45-E3CF2316E981,https://www.nps.gov/neri/learn/news/road-closures-anddelays-in-grandview-area-of-new-river-gorge-national-park-and-preserve.htm,"Road Closures and Delays in Grandview area starting Wednesday, August 17, 2022",neri,"Road resurfacing work in Grandview will start on August 17, 2022 and continue for a few weeks. Turkey Spur overlook and parking lot, including Grandview Rim Trail access, will be closed. Other areas will remain open, but experience delays.",Information,2022-08-17 14:39:44.0
12,EE7D1055-F813-4CAC-9C8E-92E32D241E19,,Road Closure at Amistad Acres,amis,"Due to soil and vegetation damage caused by off-road vehicle travel near Amistad Acres, undesignated dirt loop roads in the area are closed to vehicle traffic until further notice. The area will remain open to foot traffic.",Information,2022-08-17 12:21:34.0
13,B1ABD6DA-102B-4A69-9AD8-3DE0EA3D4262,https://www.cdc.gov/coronavirus/2019-ncov/your-health/covid-by-county.html,COVID-19 Community Level: Low,puhe,"In Hawaii County, COVID-19 community level is Low. Wearing a face mask is optional. Thank you for helping to keep yourself and others safe and healthy.",Information,2022-08-16 13:22:08.0
14,4E22941A-4B98-4CBE-A0FE-E355647D013A,https://www.nps.gov/choh/planyourvisit/horsebackriding.htm,Equestrian Traffic Temporarily Prohibited Milepost 137.8-140.7,choh,Horses are prohibited between MP 137.8 and Fifteen Mile Creek (MP 140.7) due to recent and ongoing towpath resurfacing. See more for details.,Information,2022-08-16 09:20:05.0
15,D94C910A-0B85-431F-BA96-7AD4EC6AD264,,Miramontes Trail at Phleger Estate closed for public safety; feasibility survey in progress,goga,"Previous repairs have been ineffective on this creek side trail, which was damaged by a storm in 2022. The park is implementing a feasibility survey to develop a re-route on the damaged section. Until construction of a re-route, the trail will be closed.",Information,2022-08-15 19:27:01.0
16,90C95494-61EF-4A58-BE99-A797B4A0DC97,,COVID-19 Masking Advisory,romo,"Larimer, Boulder, and Grand Counties continue to switch between High, Medium, and Low community transmission levels for COVID-19. Masks are advised for Beaver Meadows VC, Moraine Park Discovery Center, Fall River VC, Alpine VC, and shuttle buses.",Information,2022-08-15 13:37:00.0
17,E6A34716-9BF1-4EF3-9CE7-677B25B1235A,https://www.nps.gov/olym/learn/news/campfire-restrictions-begin-august-11-for-olympic-national-park-and-olympic-national-forest.htm,Campfire Restrictions in Place,olym,"Olympic National Park and Olympic National Forest implemented a campfire restriction that will only allow campfires in metal rings at designated site, campgrounds or picnic areas. This includes the coastal areas of Olympic National Park.",Caution,2022-08-15 13:10:32.0
18,B95527EF-50ED-4B30-8027-95E06BC898BC,,Community COVID-19 level per the CDC is Medium,ulsg,St. Louis County is currently at a MEDIUM COVID-19 Community Transmission Level according to the CDC. Wearing a face mask inside buildings is encouraged but not required.,Information,2022-08-15 10:43:27.0
19,1D65BD4E-0CE5-4F21-9D61-1DC53F90EB83,https://www.nps.gov/cebr/learn/news/vcs-construction-start.htm,Point Supreme Overlook Closure,cebr,The Point Supreme Overlook and most of the parking lot are closed to all access. The area will be closed through the 2022 season.,Park Closure,2022-08-15 10:08:03.0
20,A310CAAF-453B-4BA5-A29C-1F232E662890,https://www.nps.gov/deva/learn/management/rules-and-regulations.htm#fires,Fire Restrictions,deva,"At Wildrose, Thorndike, and Mahogany Flats Campgrounds the setting, maintain, attending, or using of open flame of any kind is prohibited between June 15th and September 15th.",Information,2022-08-14 14:53:09.0
21,19825F5A-0ED2-4DB7-BCF3-2D0D9E395C99,,Balconies Caves Closed Indefinitely Due to Vandalism,pinn,"As a result of significant resource damage in the Balconies Caves, the park has been forced to close the caves until such time as the extensive damage can be removed and repaired.",Park Closure,2022-08-13 16:34:06.0
22,FA20FC53-44B9-4016-9EAD-CFA41841A9D9,,Face Masks are Optional at Lyndon B. Johnson National Historical Park,lyjo,The COVID-19 community levels in Blanco and Gillespie Counties are currently MEDIUM. Face masks are optional.,Information,2022-08-12 14:24:33.0
23,6CECBD68-00A3-4B6E-AE3F-CBB78398C96A,https://www.nps.gov/rocr/learn/news/rehabilitation-planned-for-lower-level-of-meridian-hill-park.htm,Partial closure of sections of Meridian Hill Park until November 2022,rocr,Parts of Meridian Hill Park will be closed until November 2022 to improve accessibility and rehabilitate the historic landscape of the park.,Park Closure,2022-08-12 13:58:46.0
24,593A8C58-F60C-444C-A9EC-326DAE091A8F,,Visitor Center Schedule Changes,arpo,"The Visitor Center is closed Tuesdays and Wednesdays. Hours are 8:30-5:00 Sunday, Monday and Thursday - Saturday.",Park Closure,2022-08-12 13:09:50.0
25,6B0822AF-0E9F-4F6E-8AEF-B98012BC8845,https://www.nps.gov/yell/planyourvisit/flood-recovery.htm,"North and Northeast Entrances Closed to Visitor Vehicles, Open to Approved Commercial Tours",yell,"The park entrances at Gardiner, MT (North) and Cooke City/Silver Gate, MT (Northeast) are closed to visitor vehicles. These entrances are open to approved commercial tours, bicycles, and foot traffic.",Park Closure,2022-08-12 10:46:39.0
26,FF05421B-371B-407C-A3F8-B3F3415F02AB,,Ancestral Chamber temporarily closed,afbg,Several features within the Monument’s outdoor memorial are temporarily closed due to safety concerns. The Ancestral Chamber is showing signs of stress and must be assessed prior to reopening. See https://www.nps.gov/afbg/learn/news/temp-closure-ac.htm,Park Closure,2022-08-12 10:09:42.0
27,025F4254-FFED-4CE1-AF13-663BE0ED9763,,"Visiting Requirements Updated August 12, 2022",thko,"Masks are not required for entry, but you may choose to wear one. If you have symptoms, a positive test, or exposure to someone with COVID-19 you should wear a mask.",Information,2022-08-12 08:27:04.0
28,A83959AE-5F5A-4320-959A-F0F5FD0BCAF4,,"Visiting Requirements Updated August 12, 2022",edal,"Masks are not required for entry, but you may choose to wear one. If you have symptoms, a positive test, or exposure to someone with COVID-19 you should wear a mask.",Information,2022-08-12 08:25:37.0
29,5BDADF10-1BE6-48D2-8BB6-1FEFD94AD571,https://go.usa.gov/xtquB,Road Closure,guis,The northern section of Park Road between Highway 90 and VFW Road will be closed through summer of 2022. Park facilities in the Davis Bayou Area and residential homes will remain accessible during construction via a detour.,Park Closure,2022-08-11 18:14:27.0
30,E90F0A85-FC0A-41DF-8CBA-1C41D773E919,https://www.nps.gov/tuin/learn/news/2-8-million-dollar-rehabilitation-work-on-the-george-washington-carver-museum-to-begin-this-upcoming-summer.htm,The George Washington Carver Museum is open by request only,tuin,The George Washington Carver Museum will undergo rehabilitation work beginning this Fall of 2022. Visits to the George Washington Carver Museum can be made by calling the Tuskegee Airmen National Historic Site.,Information,2022-08-11 14:28:57.0
31,9F6DF633-E5FA-4E33-BB33-A2A033544558,,WHMI Phone Lines Currently Down,whmi,The Whitman Mission NHS phone lines are currently down. Please use our website and social media for current park updates and information.,Information,2022-08-11 12:31:27.0
32,B69DE68E-4402-4B56-9D74-EE31CEE2E2F2,,Monsoons and Park Roads,jotr,Monsoonal rains in the summer and early fall can be deadly. Turn around and don't drown during summer storms. Always check the weather forecast before entering the park. Dirt roads may close at no notice due to storm damage.,Caution,2022-08-10 12:55:05.0
33,FE1BB2E8-9063-4148-BC16-3AB11F460BAD,,Joshua Tree Cultural Center,jotr,The Oasis Visitor Center moved one mile to the new interagency visitor center and cultural center at 6533 Freedom Way in Twentynine Palms. The old visitor center now serves as the headquarters and administrative office for Joshua Tree National Park.,Information,2022-08-10 12:53:21.0
34,15B55AD1-A7AF-4520-8BC6-8C73F48C2475,https://www.nps.gov/meve/planyourvisit/closures.htm,Mesa Verde Closures,meve,"While much of the park is open, Mesa Verde has several safety and project-related closures in place, including the Mesa Top Loop, the Chapin Mesa Museum, and Spruce Tree House. Follow the link for more information.",Information,2022-08-09 15:42:52.0
35,7E9BD493-EB00-44E7-8098-B1B581FD59D7,https://www.nps.gov/zion/planyourvisit/toxic-cyanobacteria-bloom-in-the-virgin-river-and-the-streams-of-zion-national-park.htm,Toxic Cyanobacteria in the Virgin River and the streams of Zion National Park,zion,Do not submerge your head in or filter drinking water from any streams until further notice,Caution,2022-08-09 15:40:48.0
36,23204A33-8737-46A7-AA6F-C6EA5B643763,https://www.nps.gov/band/planyourvisit/visitsummer2022.htm,"Bandelier access by shuttle only 9 am to 3 pm June 4 - mid October, 2022",band,"Access to Bandelier National Monument and the Frijoles Canyon Visitor Center, Pueblo Loop Trail, and Falls Trail is by shuttle bus only, June 4 - October 19, from 9am to 3pm 7 days a week.",Park Closure,2022-08-09 15:06:49.0
37,EF19859D-C574-4970-8011-A669E772BB7D,,Masks are currently NOT REQUIRED when visiting Tuzigoot National Monument,tuzi,Requirements are dependent upon Community Level and based on data provided by the Centers for Disease Control & Prevention (CDC) for counties where the park is located. Yavapai County is currently LOW and Masks are not required inside Federal Buildings.,Information,2022-08-09 14:40:37.0
38,3B08DD03-C150-4353-90C9-E4F967D005AA,,Masks are currently NOT REQUIRED when visiting Montezuma Castle and Well,moca,Requirements are dependent upon Community Level and based on data provided by the Centers for Disease Control & Prevention (CDC) for counties where the park is located. Yavapai County is currently LOW and Masks are not required inside Federal Buildings.,Information,2022-08-09 14:38:58.0
39,F4728F10-F636-409D-B415-982C9653FC52,https://www.nps.gov/noca/learn/news/campfires-banned-in-lake-chelan-national-recreation-area-and-portions-of-north-cascades-national-park-2022.htm,Campfires Banned in Lake Chelan NRA and Portions of North Cascades NP,noca,"Campfires or the ignition of wood, briquettes, or any fuel in fire pits, fire pans, and barbeque grills, are banned in Lake Chelan National Recreation Area and the area of North Cascades National Park located in Chelan County.",Caution,2022-08-09 13:06:09.0
40,4CC03BE4-E340-4F49-BB6F-1833E4E16658,,High Clearance Vehicles Strongly Recommended for Katahdin Loop and Orin Falls Roads,kaww,"Due to current conditions, high clearance vehicles are strongly recommended for the Katahdin Loop and Orin Falls Roads. Washboarding and protruding rocks pose risks for damage to tires and oil pans.",Caution,2022-08-09 11:56:38.0
41,FDD7A490-C9D3-4EA9-A2EC-8C256D30F59C,,Melrose Mansion Guided Tours,natc,"Guided tours of the Melrose mansion are available to the first ten people who sign up for each tour at the site's visitor center. Tours start at 9, 10, 11, 2, 3, and 4; and masks are optional.",Information,2022-08-08 11:01:36.0
42,EBEE8479-9952-46F1-A9F1-5EC7EA291995,https://www.nps.gov/caco/planyourvisit/cape-cod-national-seashore-oversand-beach-driving.htm,Off-Roading Vehicle Corridor,caco,"Portions of the ORV corridor have reopened. To see the current access map and learn more about the off-roading vehicle program, please click the link.",Information,2022-08-08 08:07:14.0
43,A79CD18C-3902-417F-A63F-3E537326887E,https://www.nps.gov/hagr/visiting-the-grange.htm,Hamilton Grange is open for limited hours,hagr,"Beginning 5/29/2022, access to Hamilton Grange National Memorial will be increased. Hours of operation are: Friday, Saturday, Sunday 10 am - 12 pm and 1 pm - 4 pm. Instructions for reservations can be found at the link.",Information,2022-08-07 14:24:11.0
44,5E357CA7-09C1-4DEF-9611-04E3F8EA9DBE,,Elevator Unavailable,hagr,"Due to repairs, the Hamilton Grange National Memorial elevator will be unavailable until further notice. Please contact hagr_info@nps.gov with questions.",Information,2022-08-07 14:23:40.0
45,D1C97E79-B3B4-4016-97AD-2A2DBCDD64F0,https://www.nps.gov/pore/planyourvisit/conditions.htm,Face masks are optional indoors,pore,Masks are optional for everyone in all Point Reyes National Seashore buildings.,Information,2022-08-05 18:15:20.0
46,7C3141C8-5D34-4F0C-B9CA-1CDBD1BCDC74,,Some Roads May Impassible or Washed Out Due to Monsoon Storms,para,"Due to a week of storms with more coming over the next week, many roads above 5,000 feet elevation will have deep mud and puddles that cannot be driven through. Roads in the Pakoon Basin area may be washed out as well.",Danger,2022-08-05 12:59:41.0
47,7F0939CA-8F5B-4B51-8091-F8EBAC1B4110,https://www.nps.gov/dino/planyourvisit/cyanobacteria.htm,Cyanobacteria Identified in Green River in Dinosaur National Monument,dino,A recent test of an algal mat collected near the Split Mountain Campground detected potentially toxic cyanobacteria in the Green River.,Caution,2022-08-05 12:41:29.0
48,1A2F2934-59F6-435F-A5F1-CBD9363F95C5,,Mask Wearing Guidance,waca,"In accordance with current CDC guidance, masks are not required inside federal buildings if community transmission levels are low to medium. Current Coconino County COVID transmission levels are medium.",Information,2022-08-05 11:16:40.0
49,5A04876D-5FB3-47F9-9A6D-F504FC135701,,Mask Wearing Guidance,wupa,"In accordance with current CDC guidance, masks are not required inside federal buildings if community transmission levels are low to medium. Current Coconino County COVID transmission levels are medium.",Information,2022-08-05 11:16:00.0
50,4C3B90CD-51F6-4EA9-B046-791179435E91,,Community COVID-19 level per the CDC is medium,jeff,Wearing a face mask inside is encouraged but not required.,Information,2022-08-05 10:47:08.0
51,A399C6EB-99E4-4011-8940-0464C95A1FCF,,Current Masking Requirements in Park Facilities,chch,"Based on CDC data, masks are currently required in all park facilities due to the current COVID community level being HIGH in one or more of the three Georgia/Tennessee counties in which the park has facilities.",Information,2022-08-05 10:14:05.0
52,DD656A03-8A15-4CB3-8F11-51CAC65B151B,,COVID-19 Mask Requirement,shil,"Based on updated CDC guidance regarding local COVID-19 transmission risk in Alcorn and Hardin counties, face masks are currently optional at the Corinth Civil War Interpretive Center and at the Shiloh Visitor Center. This alert will be updated as needed",Information,2022-08-05 09:53:45.0
53,5B00EA23-D6E6-46C5-B285-7C39BD5B5D4A,,Masks Required in Park Buildings,frsp,Masks are required in all NPS buildings. We continue to monitor and respond to the COVID-19 pandemic and follow CDC guidance.,Information,2022-08-05 09:36:11.0
54,40462839-0AF8-405E-A2C1-47C7004881D4,,Visitor Center Capacity Limits,cech,"When local and community transmission levels for COVID-19 transmission are at a high level, a capacity limit of 30 people is in place at the visitor center.",Caution,2022-08-04 17:00:58.0
55,8D85D3D0-4DA9-46CE-AE77-553F272041A9,https://www.nps.gov/tuin/planyourvisit/conditions.htm,"The Oaks, Home of Booker T. Washington is currently closed",tuin,"The Oaks, Home of Booker T. Washington is currently closed as it undergoes rehabilitation work. The grounds are open from sunup to sundown daily.",Park Closure,2022-08-04 16:52:35.0
56,D52BD10E-037B-41EB-A350-497A0C5986CB,https://www.recreation.gov/ticket/facility/10088103,Cave Tour Reservations Strongly Recommended - Walk-ups are Very Limited,jeca,"Advance cave tour reservations are available on recreation.gov, which close at noon the day before. Reservations are the only way to ensure tickets are available for your party. Walk-up tickets are very limited and are not guaranteed.",Information,2022-08-04 16:24:36.0
57,DD242825-B52B-4C07-9B1C-3F1BF123356C,,Outdoor Tours and Programs Subject to Cancelation,lowe,"Outdoor tours may be canceled due to unsafe weather conditions, including high heat or rainstorms. If you are unsure about a reserved tour, please call us at 978-970-5000.",Information,2022-08-04 15:58:54.0
58,755CF6C8-5EF6-42F5-AC51-947B4ABC69E5,https://www.nps.gov/choh/planyourvisit/conditions.htm,Phased reopening – COVID-19 Update,choh,We are working to increase access to the park in a phased approach. Masks are REQUIRED in certain areas of the park. Click the link and scroll down to read more.,Park Closure,2022-08-04 09:10:29.0
59,0ADB64B7-2762-4B8C-90D3-371D59E36914,,Masks must be worn inside WNPA Park Store. Have your own mask.,petr,"Due to the high COVID transmission rate in Bernalillo County, all persons entering the Park Store must wear a mask. Masks are not provided. Masks are optional outside on the Information Center patio and on park trails.",Caution,2022-08-03 17:01:33.0
60,D1ED8568-5C2A-42C9-B099-70AF75019AFD,,Empire Bluff Trail Work and Closures,slbe,"Empire Bluff Trail closures, Monday-Wednesday. 6 am-10 am Morning trail closures are to allow safe material transport along the trail. After 10am work off-trail will resume. Visitors will notice construction fencing around the parking lot.",Information,2022-08-03 08:44:29.0
61,32B898BE-E75B-4232-A1C0-B7B69DB9B69C,,Closure of Northern Section of Glenn-Kelly Road to LaFayette Road,chch,"On Monday, August 1, Glenn-Kelly Road, from Dyer Road to LaFayette Road, will be closed to complete the paving process of the northern section of Glenn-Kelly Road. During this closure, all public traffic use is prohibited. Tour route detours are in place.",Information,2022-08-02 16:40:16.0
